price,exterior_col,interior_col,MPG,engine,transmission,drive_type,fuel_type,mileage,option_level,style
9994,Ingot Silver Metallic,Medium Light Stone,17 cty / 24 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,153359,Standard,HSE
14893,Black Onyx Crystal Pearlcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,47091,Standard,LX-P Sedan I4 Automatic
7856,Pearl White,Beige,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,64111,Standard,GLS Sedan Automatic
6990,Graphite Blue,Charcoal,29 cty / 39 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,94619,Standard,xDrive28i AWD
7600,Pacific Blue Metallic,Ash,21 cty / 27 hwy,2.5L Inline-4 Gas,Automatic,4WD,Gas,93208,Standard,Sedan
40260,Black Clearcoat,Black,21 cty / 22 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,11594,Standard,EX-L Sedan CVT
11895,Portofino Gray,Black,30 cty / 40 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,27378,Standard,S FWD
6659,White,Beige,23 cty / 31 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,248787,Standard,SV CVT
4995,Silver Metallic,Charcoal/Off-Black,20 cty / 30 hwy,2.5L Inline-5 Gas Turbocharged,Automatic,FWD,Gas,142214,Minimal Options,SEL 2.0L Automatic
9995,Gun Metallic,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,45641,Minimal Options,SXT
17998,Gravity Grey,Black,19 cty / 26 hwy,3.3L V-6 Gas,Automatic,FWD,Gas,29152,Standard,LE CVT
10995,Oxford White,Medium Light Stone,17 cty / 23 hwy,3.5L V-6 Gas,Automatic,4WD,Gas,132354,Crew Cab,XLT SuperCrew 5.5' Box 2WD
8997,Fuji White,Unknown,15 cty / 22 hwy,3.2L Inline-6 Gas,Automatic,AWD,Gas,119822,Standard,I4 FWD
3000,Basque Red Pearl,Ivory,21 cty / 30 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,268828,Well Equipped,GLS Sedan Automatic
5995,Gold,Beige,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,122687,Standard,2.5 S
18500,Jet Black,Black,22 cty / 31 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,55992,Standard,LE Automatic
3500,White,Gray,19 cty / 28 hwy,3.8L V-6 Gas,Automatic,FWD,Gas,94000,Extended Cab,"Big Horn Quad Cab 6'4"" Box 4WD"
12900,Gun Metallic,Charcoal,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,36323,Fully Loaded,S AWD
11327,Brilliant Silver Metallic,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,43027,Standard,ES 350
10997,Quartz White Pearl,Black,28 cty / 37 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,36313,Standard,2.5 S
16895,Granite Pearlcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,40926,Minimal Options,2.5 S
11975,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,60590,Minimal Options,SL AWD
4300,Black,Gray,24 cty / 30 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,221543,Fully Loaded,S FWD
5900,Shimmering Air Silver,Gray,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,110704,Minimal Options,SXT Wagon
7999,Pearl White,Beige,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,75714,Crew Cab,LT with 1LT Crew Cab Short Box 2WD
5499,Red,Gray,27 cty / 35 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,135764,Minimal Options,SXT
7495,Black Amethyst,Black,22 cty / 27 hwy,2.5L Inline-4 Gas,Automatic,AWD,Gas,67349,Minimal Options,Touring
6999,White,Grey,19 cty / 27 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,190211,Minimal Options,S AWD
8950,Silver,Black,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,69970,Fully Loaded,LX Automatic
5999,Pearl White,Beige,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,129124,Standard,EX-L FWD
17900,Caspian Blue,Charcoal,25 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,AWD,Gas,11523,Standard,GT Hatchback Manual
4695,Red Allure,Beige,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,146490,Fully Loaded,SLT AWD
14850,Billet Clearcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,41331,Standard,2.5 S FWD
16994,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,23986,Standard,Sedan
29400,Black,Nut Brown / Black,22 cty / 30 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,55210,Standard,XLT FWD
13995,Super Black,Charcoal,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,32896,Standard,SE Sedan
16590,White Knuckle Clearcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,43946,Standard,Base Automatic
15797,White Knuckle Clearcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,39830,Standard,LE Automatic
5699,White Diamond,Shale,13 cty / 17 hwy,6.0L V-8 Gas,Automatic,AWD,Gas,209783,Crew Cab,WT with 1WT Crew Cab Standard Box 4WD
5495,Blue,Gray,27 cty / 35 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,169067,Standard,+ Automatic
9998,Brilliant Black Crystal Pearlcoat,Black/Light Graystone,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,94655,Standard,Luxury
19990,Maximum Steel Metallic Clearcoat,Black,18 cty / 27 hwy,3.6L V-6 Gas,Automatic,AWD,Gas,37842,Standard,SEL FWD
12000,Snow White Pearl,Black,24 cty / 32 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,39596,Standard,2.5 S FWD
6987,Taffeta White,Gray,17 cty / 23 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,183301,Standard,2.5 S Sedan CVT
4490,Monaco White,Beige,26 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,132739,Standard,Sedan
22993,Quicksilver Metallic,Jet Black,25 cty / 28 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,23631,Standard,LE FWD Automatic
14988,Gun Metallic,Charcoal,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,27561,Standard,LX Sedan CVT
19250,Fathom Blue Pearl,Black,19 cty / 27 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,85172,Standard,2dr Coupe
9995,Elemental Silver Metallic,Unknown,66 cty / 66 hwy,L - Hydrogen,Automatic,FWD,Hydrogen,44957,Minimal Options,SXT
8331,Oxford White,Stone,21 cty / 28 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,64306,Standard,SE FWD
6950,Tuxedo Black,Unspecified,26 cty / 36 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,88627,Minimal Options,SXT
6494,Elusive Blue Metallic,Dark Charcoal,22 cty / 27 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,114396,Standard,Sedan
9748,Gray,Unknown,16 cty / 22 hwy,3.5L V-6 Gas,Automatic,4WD,Gas,121329,Standard,Sedan
4900,Classic Silver Metallic,Ash,26 cty / 34 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,222567,Standard,LE CVT
9994,Clear White,Black,25 cty / 30 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,51974,Standard,GX 470
2990,Brilliant Silver Metallic,Unknown,19 cty / 26 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,101977,Standard,SE FWD
17997,Oxford White,Unknown,23 cty / 34 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,12446,Minimal Options,2.0T SE
12600,Super Black,Charcoal,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,33878,Crew Cab,"Big Horn Crew Cab 6'4"" Box 4WD"
4500,Brilliant Silver Metallic,Charcoal,23 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,143047,Standard,S Automatic
10495,Dark Blue,Unknown,66 cty / 66 hwy,L - Hydrogen,Automatic,FWD,Hydrogen,30752,Standard,S CVT
16997,Super White,Unknown,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,36612,Standard,SE Hatchback
7989,Crystal Black Pearl,Unknown,30 cty / 39 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,115000,Standard,2.5 SV
2975,Summit White,Taupe,26 cty / 36 hwy,2.2L Inline-4 Gas,Automatic,FWD,Gas,132291,Standard,FWD SL
14500,Billet Clearcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,45141,Standard,EX-L 4WD
2967,Tuxedo Black Metallic,Charcoal Black,22 cty / 29 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,205925,Standard,3.5 AWD
16995,Octane Red Pearlcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,48290,Standard,Limited V6 4WD
10492,Nautical Blue Metallic,Blue Black,66 cty / 66 hwy,L - Hydrogen,Automatic,FWD,Hydrogen,29721,Standard,LE S-AWC
10992,Atmospheric Blue Metallic,Blue Black,66 cty / 66 hwy,L - Hydrogen,Automatic,FWD,Hydrogen,22919,Standard,with Technology Package
6999,Classic Silver Metallic,Gray,29 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,150000,Minimal Options,LUXE AWD
17097,Pitch Black Clearcoat,Black/Red,16 cty / 24 hwy,3.6L V-6 Gas,Automatic,AWD,Gas,41902,Standard,SE Sedan
7990,Black Onyx,Tan,15 cty / 19 hwy,4.7L V-8 Gas,Automatic,4WD,Gas,192414,Standard,Sport
5495,Ingot Silver Metallic,Charcoal Black,22 cty / 34 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,132633,Minimal Options,Limited Sedan Automatic
18297,Pure White,Titan Black,23 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,16390,Extended Cab,LT Extended Cab Standard Box 4WD
12706,Black Uni,Titan Black,30 cty / 40 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,20147,Minimal Options,SXT
12995,Fresh Powder,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,12325,Standard,S FWD
5999,Oxford White,Gray,26 cty / 36 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,65088,Standard,E 350 Sport Sedan RWD
4500,Shadow,Black,24 cty / 30 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,124431,Standard,SE FWD Automatic
7500,White,Black,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,113000,Standard,GS 350 RWD
22597,Glacier White,Charcoal,20 cty / 27 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,28002,Standard,SXT FWD Manual
8395,Taffeta White,Gray,16 cty / 22 hwy,3.5L V-6 Gas,Automatic,4WD,Gas,118541,Minimal Options,Crossroad FWD
2995,Black,Gray,18 cty / 29 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,158654,Standard,SV AWD
8995,Midnight Garnet,Wheat,19 cty / 25 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,169597,Crew Cab,WT with 1WT Crew Cab Short Box 2WD
16996,Attitude Black,Black,17 cty / 21 hwy,4.0L V-6 Gas,Automatic,4WD,Gas,214284,Standard,LX V6 FWD
17587,Brown,Black,25 cty / 26 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,6200,Standard,SE I4 Automatic
44990,Black Obsidian,Graphite,13 cty / 19 hwy,5.6L V-8 Gas,Automatic,4WD,Gas,36551,Crew Cab,High Country Crew Cab Short Box 2WD
39907,Firecracker Red Clearcoat,Black,21 cty / 22 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,16674,Standard,GLS Sedan Automatic
6500,Oxford White,Charcoal Black,26 cty / 36 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,63015,Standard,SE Sedan Automatic
18488,Bright White Clearcoat,Black,17 cty / 21 hwy,3.6L V-6 Gas,Automatic,4WD,Gas,95555,Standard,Note 1.6 SV CVT
37200,Black,Black,21 cty / 22 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,18602,Standard,LX Sedan Automatic
6988,Shimmering Air Silver,Black,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,83014,Standard,LE FWD Automatic
3500,Bright Silver Metallic,Black,24 cty / 30 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,124684,Standard,LS 460
7999,Shimmering Air Silver,Gray,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,63000,Minimal Options,LT with 1LT AWD
12900,Billet Clearcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,96560,Minimal Options,SXT
13735,Super Black,Charcoal,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,43400,Well Equipped,2.5i Premium CVT
17400,Black,Black,21 cty / 30 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,69636,Extended Cab,WT with 1WT Double Cab Standard Box 4WD
17500,Midnight Black Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,4080,Crew Cab,XL SuperCrew 5.5' Box 4WD
23886,Selenite Grey Metallic,Crystal Grey/Black,24 cty / 33 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,43604,Well Equipped,Touring FWD
16499,Black,Brown,19 cty / 29 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,92596,Standard,I4 FWD
2950,Inferno Red Crystal Pearl,Pastel Pebble Beige,28 cty / 32 hwy,1.8L Inline-4 Gas,Manual,FWD,Gas,124579,Minimal Options,2.0T SE
17899,Pitch Black Clearcoat,Black,19 cty / 25 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,11038,Standard,C 300 Sedan RWD
8263,Gray,Charcoal,25 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,AWD,Gas,144397,Standard,SV CVT
11995,Silver,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,30405,Minimal Options,Touring
18520,Gravity Grey,Black,19 cty / 26 hwy,3.3L V-6 Gas,Automatic,FWD,Gas,27419,Regular Cab,"Tradesman Regular Cab 8'2"" Box 2WD"
39999,Iridium Silver Metallic,Black,14 cty / 19 hwy,4.7L V-8 Gas Turbocharged,Automatic,AWD,Gas,101771,Fully Loaded,Touring L FWD
10699,Barcelona Red Metallic,Black,25 cty / 35 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,74448,Standard,SV CVT
3500,Silver,Gray,24 cty / 32 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,72337,Minimal Options,SEL 2.0L IVT
6800,Shale Gray Metallic,Gray,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,96381,Standard,SE Hatchback
5964,White,Black,31 cty / 39 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,92750,Standard,Base Automatic
6300,Crystal Black Pearl,Beige,28 cty / 39 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,118600,Standard,2014 SE I4 Automatic
16666,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,36879,Standard,FWD
10995,Gray,Black,16 cty / 24 hwy,4.6L V-8 Gas,Automatic,RWD,Gas,114787,Standard,2.5 S
5997,Billet Silver Metallic Clearcoat,Black/Light Graystone,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,135000,Standard,Hybrid Sedan I4 CVT
19497,Summit White,Medium Ash Gray,25 cty / 30 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,16717,Minimal Options,2.5 S Sedan CVT
14995,White Knuckle Clearcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,34975,Standard,LE Automatic
13494,Dark Gray Metallic,Gray,26 cty / 32 hwy,2.5L Flat-4 Gas,Automatic,AWD,Gas,108721,Crew Cab,SV Crew Cab 2WD Automatic
20497,Machine Gray Metallic,Black,25 cty / 31 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,17989,Standard,HSE LUX
5991,Super White,Gray,21 cty / 27 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,183802,Standard,Titanium Sedan
16098,Reflex Silver Metallic,Titan Black,23 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,26649,Standard,GLK 350 RWD
27388,Designo Diamond White Metallic,Black,23 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,20703,Standard,SV Sedan CVT
8796,Fresh Powder,Charcoal,29 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,49339,Standard,LX Sedan Automatic
6499,Bright White Clearcoat,Black/Light Graystone,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,140969,Extended Cab,"SLT Quad Cab 6'4"" Box 4WD"
12411,Super White,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,32323,Standard,SV CVT
7319,Cosmic Gray,Ivory,40 cty / 38 hwy,2.5L Inline-4 Hybrid,Automatic,FWD,Hybrid,123073,Crew Cab,XLT Crew Cab 6.75' Box 4WD
19588,Billet Silver Metallic Clearcoat,Black,19 cty / 28 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,41364,Standard,LE Automatic
11990,Fresh Powder,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,39250,Minimal Options,Touring L FWD
2000,White,Graphite,20 cty / 30 hwy,3.1L V-6 Gas,Automatic,FWD,Gas,175287,Standard,4dr Sedan Premier 2WD
12500,Lakeside Blue,Gray,30 cty / 40 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,40130,Standard,Coupe
5324,Oxford White,Charcoal Black,26 cty / 36 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,100506,Standard,LE Automatic
18395,Designo Diamond White Metallic,Unknown,23 cty / 32 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,50857,Standard,2.5 S
3900,Gray,Gray,21 cty / 29 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,172753,Minimal Options,SE 2.4L (PZEV)
9491,Black,Charcoal/Black,25 cty / 35 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,90355,Well Equipped,SV CVT
7000,White Platinum Metallic Tri-Coat,Light Camel,18 cty / 27 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,103845,Standard,Sport
5700,Pearl White,Beige,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,135581,Standard,Value Edition 2.0L Sedan Automatic
6995,White,Gray,44 cty / 47 hwy,1.5L Inline-4 Hybrid,Automatic,FWD,Hybrid,199890,Minimal Options,SXT
40900,Black Clearcoat,Black,21 cty / 22 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,6946,Minimal Options,SXT
5495,Super Black,Charcoal,23 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,140810,Crew Cab,TRD Off Road Double Cab 5' Bed V6 4WD Automatic
6500,Super White,Tan,27 cty / 35 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,119555,Standard,EX-L with Rear Entertainment System FWD
16636,Granite Pearlcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,46811,Crew Cab,Platinum Crew Cab 6.75' Box 4WD
12995,White,Gray,18 cty / 24 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,109803,Minimal Options,Touring L FWD
16495,Gray,Beige,12 cty / 18 hwy,5.0L V-8 Gas,Automatic,4WD,Gas,82239,Standard,S CVT
5990,Black,Charcoal Black,28 cty / 38 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,82123,Standard,Si Coupe Manual
8396,Black,Black,16 cty / 22 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,133262,Extended Cab,"SLT Quad Cab 6'4"" Box 2WD"
12000,Fresh Powder,Charcoal,31 cty / 39 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,25903,Well Equipped,LT with 1LT
24950,Polar White,Black,23 cty / 29 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,24674,Minimal Options,LT with 1LT AWD
5499,Black,Black,15 cty / 19 hwy,3.7L V-6 Gas,Automatic,4WD,Gas,112706,Crew Cab,XL SuperCrew 5.5' Box 4WD
7499,Taffeta White,Cream,28 cty / 39 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,95559,Standard,EX-L FWD
8911,Blue,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,90089,Regular Cab,XL Regular Cab 6.5' Box 4WD
10720,Super Black,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,46430,Standard,xDrive35i AWD
8995,Winter White,Black,21 cty / 30 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,80082,Standard,SR CVT
6303,Gray,Gray,27 cty / 35 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,90725,Fully Loaded,SXT RWD
21990,Velvet Red Pearlcoat,Black,19 cty / 28 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,36712,Standard,I4 FWD
6999,Satellite Silver Metallic,Unknown,21 cty / 29 hwy,3.0L V-6 Gas,Automatic,FWD,Gas,41351,Minimal Options,S AWD
15988,Black,Dark/Medium Khaki,17 cty / 19 hwy,3.8L V-6 Gas,Automatic,4WD,Gas,89214,Standard,2.5 S
12995,Black,Dark Slate Gray,17 cty / 25 hwy,3.2L V-6 Gas,Automatic,RWD,Gas,10273,Standard,LE CVT
7999,Silver,Gray,26 cty / 34 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,80000,Minimal Options,LT with 1LT AWD
8499,Super Black,Charcoal,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,72127,Standard,Sedan
7988,Shale Gray Metallic,Gray,25 cty / 37 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,84345,Well Equipped,GLS 2.4L (alt)
12190,Fresh Powder,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,34109,Regular Cab,Tradesman 4x4 Reg Cab 8' Box
19995,Modern Steel Metallic,Graystone,20 cty / 28 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,21274,Standard,Standard RWD
19499,Black Clearcoat,Black,17 cty / 21 hwy,3.6L V-6 Gas,Manual,4WD,Gas,55919,Standard,EX AWD CVT
9999,Symphony Silver,Gray,28 cty / 37 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,70915,Standard,IS 250 Sedan RWD
9781,Falcon Gray Metallic,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,198514,Minimal Options,S CVT
16500,Billet Clearcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,42998,Standard,SE Sedan
41277,Bright White Clearcoat,Black,21 cty / 22 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,9329,Well Equipped,2.0i Premium CVT
13959,White Knuckle Clearcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,45430,Crew Cab,LT Crew Cab Short Box 4WD
8988,Polished Metal Metallic,Gray,17 cty / 23 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,110428,Standard,2.5
12990,Santorini Black,Ebony,16 cty / 23 hwy,3.2L V-6 Gas,Automatic,AWD,Gas,26737,Standard,SE Sedan
20800,Billet Silver Metallic Clearcoat,Black,19 cty / 28 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,39583,Standard,EX with Leather/XM Sedan Automatic
9995,Gun Metallic,Charcoal,29 cty / 39 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,83400,Standard,2.5L Turbo FWD
10999,White,Red And Black,22 cty / 31 hwy,2.4L Inline-4 Gas,Manual,FWD,Gas,45186,Standard,LE I4 Automatic
39999,Black Clearcoat,Black,21 cty / 22 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,7784,Standard,XLT 4WD
14997,Silver Ice Metallic,Jet Black,27 cty / 36 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,23855,Standard,2.0 SR CVT
17998,Mosaic Black Metallic,Medium Ash Gray,25 cty / 30 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,33771,Minimal Options,CXL V6
9990,Black,Black,21 cty / 28 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,81227,Standard,CX
6499,Crystal White,Gray,21 cty / 29 hwy,3.0L V-6 Gas,Automatic,FWD,Gas,84196,Well Equipped,S AWD
30495,Imperial Blue Metallic,Mocha,18 cty / 24 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Gas,35152,Standard,EX-L Navi Hatchback CVT
8290,Gray,Black,28 cty / 39 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,44587,Standard,SE Hatchback
13990,Classic Silver Metallic,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,9166,Standard,Base Automatic
11998,Super Black,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,30039,Standard,XLT 4WD
19495,White Knuckle Clearcoat,Black,19 cty / 30 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,32404,Standard,Hybrid Sedan
4999,Black,Ash,22 cty / 28 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,218564,Standard,LX Sedan CVT
17995,Gun Metallic,Charcoal,25 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,AWD,Gas,32626,Crew Cab,"Laramie Crew Cab 5'7"" Box 4WD"
6995,White,Gray,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,115707,Minimal Options,SXT
9000,Silver,Unknown,29 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,48900,Standard,SE Sedan
18696,Midnight Blue Metallic,Jet Black,25 cty / 30 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,27256,Standard,xDrive28i AWD
11950,Atmospheric Blue Metallic,Blue Black,66 cty / 66 hwy,L - Hydrogen,Automatic,FWD,Hydrogen,3450,Standard,RX 400h Hybrid FWD
6994,Iridescent Silver Blue Pearl,Gray,24 cty / 35 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,132111,Standard,LE CVT
24000,Gray Metallic,Black,94 cty / 97 hwy,L - Electric,Automatic,RWD,Electric,46178,Minimal Options,SXT Wagon
12995,Alabaster Silver Metallic,Tan,27 cty / 32 hwy,1.8L Inline-4 Gas,Automatic,AWD,Gas,52055,Minimal Options,LXS IVT
11988,Barcelona Red Metallic,Ash,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,20535,Standard,EX-L Sedan Automatic
15495,Nebula Gray Pearl,Black,21 cty / 30 hwy,2.5L V-6 Gas,Automatic,RWD,Gas,61901,Fully Loaded,LT with 1LT Automatic
