Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2619","Dates","2013","2013","1000 tonnes","123","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2619","Dates","2013","2013","1000 tonnes","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2619","Dates","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2619","Dates","2013","2013","1000 tonnes","116","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2619","Dates","2013","2013","kg","0.16","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2619","Dates","2013","2013","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2619","Dates","2013","2013","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2619","Dates","2013","2013","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","29067","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","4838","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","-33","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","2486","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","31386","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","382","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","24089","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","828","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2620","Grapes and products (excl wine)","2013","2013","1000 tonnes","6086","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2620","Grapes and products (excl wine)","2013","2013","kg","8.2","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2620","Grapes and products (excl wine)","2013","2013","kcal/capita/day","14","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2620","Grapes and products (excl wine)","2013","2013","g/capita/day","0.14","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2620","Grapes and products (excl wine)","2013","2013","g/capita/day","0.05","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2625","Fruits, Other","2013","2013","1000 tonnes","17507","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2625","Fruits, Other","2013","2013","1000 tonnes","14549","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2625","Fruits, Other","2013","2013","1000 tonnes","130","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2625","Fruits, Other","2013","2013","1000 tonnes","9967","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2625","Fruits, Other","2013","2013","1000 tonnes","22218","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2625","Fruits, Other","2013","2013","1000 tonnes","18","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2625","Fruits, Other","2013","2013","1000 tonnes","1472","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2625","Fruits, Other","2013","2013","1000 tonnes","745","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2625","Fruits, Other","2013","2013","1000 tonnes","26","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2625","Fruits, Other","2013","2013","1000 tonnes","19986","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2625","Fruits, Other","2013","2013","kg","26.93","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2625","Fruits, Other","2013","2013","kcal/capita/day","35","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2625","Fruits, Other","2013","2013","g/capita/day","0.49","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2625","Fruits, Other","2013","2013","g/capita/day","0.37","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2630","Coffee and products","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2630","Coffee and products","2013","2013","1000 tonnes","5417","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2630","Coffee and products","2013","2013","1000 tonnes","62","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2630","Coffee and products","2013","2013","1000 tonnes","2446","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2630","Coffee and products","2013","2013","1000 tonnes","3033","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2630","Coffee and products","2013","2013","1000 tonnes","26","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2630","Coffee and products","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2630","Coffee and products","2013","2013","1000 tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2630","Coffee and products","2013","2013","1000 tonnes","3027","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2630","Coffee and products","2013","2013","kg","4.08","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2630","Coffee and products","2013","2013","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2630","Coffee and products","2013","2013","g/capita/day","0.59","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2633","Cocoa Beans and products","2013","2013","1000 tonnes","4825","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2633","Cocoa Beans and products","2013","2013","1000 tonnes","112","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2633","Cocoa Beans and products","2013","2013","1000 tonnes","3498","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2633","Cocoa Beans and products","2013","2013","1000 tonnes","1439","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2633","Cocoa Beans and products","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2633","Cocoa Beans and products","2013","2013","1000 tonnes","60","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2633","Cocoa Beans and products","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2633","Cocoa Beans and products","2013","2013","1000 tonnes","1378","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2633","Cocoa Beans and products","2013","2013","kg","1.86","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2633","Cocoa Beans and products","2013","2013","kcal/capita/day","18","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2633","Cocoa Beans and products","2013","2013","g/capita/day","0.37","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2633","Cocoa Beans and products","2013","2013","g/capita/day","1.61","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2635","Tea (including mate)","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2635","Tea (including mate)","2013","2013","1000 tonnes","646","A","Aggregate, may include official, semi-official, estimated or calculated data"
